CID,INTENSITY/STRENGTH,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
6998,59,32,0,0,0,0,0,0,40,73,74,74,0,0,0,0,0,0,0,0,55
6998,70,24,0,0,0,0,0,19,0,34,45,32,0,0,25,32,0,0,0,0,18
6998,66,51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,13,0,0,0
6998,97,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,38,0,0,0
6998,83,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
6998,89,53,0,52,0,0,0,0,25,0,0,8,0,0,0,0,0,0,0,0,41
6998,66,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8
6998,94,6,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
6998,87,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,56
6998,90,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,100
6998,91,13,0,0,0,0,0,0,0,31,80,80,85,29,0,74,0,87,0,0,100
6998,76,76,0,56,47,0,0,3,89,26,0,7,0,0,0,5,0,0,0,0,47
6998,76,24,0,0,0,0,21,52,0,0,64,22,10,34,19,0,0,0,0,0,0
6998,86,82,0,0,0,0,0,41,91,0,0,33,0,0,0,0,0,0,0,0,97
6998,99,7,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
6998,72,53,0,0,0,0,0,0,9,0,0,16,9,0,0,0,0,0,0,0,91
6998,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6998,87,10,0,0,0,0,0,0,0,0,0,31,0,0,0,84,0,0,0,0,54
6998,65,71,0,34,64,0,0,0,47,0,0,0,76,0,0,0,0,0,0,34,0
6998,97,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6998,77,21,0,0,0,0,0,0,0,0,12,61,65,0,0,0,0,0,0,0,45
6998,100,23,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,21
6998,89,7,0,0,0,0,0,0,0,0,0,24,0,0,0,37,7,0,0,0,16
6998,65,38,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,19
6998,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
6998,93,89,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,37,0
6998,100,35,0,0,0,0,0,0,0,0,23,0,25,0,0,13,0,37,0,0,0
6998,56,11,0,0,0,0,0,0,8,0,6,6,1,5,2,13,29,0,0,0,53
6998,81,1,0,0,0,0,0,0,0,0,0,32,0,0,0,11,0,0,0,0,80
6998,66,25,0,0,0,0,0,0,0,49,0,38,0,31,13,33,0,0,0,0,0
6998,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
6998,50,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6998,68,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
6998,93,20,0,0,0,0,19,30,0,0,36,7,15,0,0,9,0,0,0,0,0
6998,99,5,0,0,0,0,0,0,0,0,25,0,5,0,2,0,0,0,0,0,5
7059,53,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
7059,17,75,0,53,57,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,0,0,0,0,0,0,0,0,60,55,0,28,0,58,39,0,0,0,0,0,0
7059,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7059,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,32,31,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
7059,27,45,0,31,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,53
7059,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
7059,0,0,0,0,0,0,0,0,35,0,0,31,0,0,0,13,0,0,0,0,16
7059,0,46,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
7059,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
7059,84,84,0,0,0,0,20,0,0,18,29,0,21,0,0,0,0,0,15,8,0
7059,20,37,0,14,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,0,33
7059,93,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,0,29,0,0,0,0,14,0,31,0,0,0,0,0,0,0,0,0,0,0,39
7059,0,70,0,37,0,0,0,42,0,20,0,39,0,0,0,53,0,0,0,0,48
7059,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
7059,73,17,0,27,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,54
7059,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,57,51,0,0,0,0,0,0,0,0,7,37,0,0,0,0,0,0,0,0,45
7059,9,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7059,87,61,77,0,0,0,0,79,0,0,0,66,0,0,0,0,0,0,0,0,0
7059,60,33,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,14
7059,69,16,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,83
7059,34,36,0,0,0,0,0,0,0,74,0,25,23,68,0,91,0,0,0,0,96
7059,85,36,0,0,0,0,0,0,11,0,0,0,0,83,18,39,17,8,0,0,83
7059,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7059,13,73,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
7059,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
7059,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
7059,0,33,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
7059,13,9,0,0,0,0,0,0,0,0,0,28,0,0,0,54,0,0,0,10,56
7059,36,82,0,0,0,0,0,0,0,45,0,0,0,0,0,31,0,32,100,0,25
7059,54,47,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7059,63,19,0,0,0,0,0,0,0,0,0,90,49,0,0,0,0,0,0,0,84
7059,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
7059,38,73,0,7,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,14,0
7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0
7059,17,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
7059,79,26,0,0,0,0,0,0,0,28,0,22,0,24,0,0,0,0,0,0,56
7059,77,100,67,87,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
7059,0,61,0,0,0,0,0,1,2,1,1,1,15,10,11,20,23,0,0,0,60
7059,57,11,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,28
7059,23,36,0,25,0,0,0,42,0,0,0,0,0,64,0,0,0,0,0,0,0
7059,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7059,89,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
7059,13,0,0,0,0,0,0,35,68,0,87,64,0,0,0,16,0,0,0,0,13
7059,54,13,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,0,1
7095,67,18,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
7095,33,71,7,15,2,0,0,78,0,0,31,0,0,0,0,0,0,0,0,0,0
7095,1,18,0,0,0,0,0,0,0,48,0,0,0,39,52,0,0,0,0,0,35
7095,75,86,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
7095,0,36,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
7095,6,21,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,67
7095,62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
7095,20,61,0,5,0,0,0,48,0,0,0,0,0,0,0,0,0,30,0,0,0
7095,44,42,0,0,0,0,0,0,16,0,0,21,3,0,0,0,0,0,0,0,5
7095,33,0,0,0,0,0,0,20,0,0,33,0,0,0,0,0,0,11,40,0,0
7095,0,25,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,50
7095,0,22,0,0,0,0,48,24,0,0,41,72,0,65,0,25,27,0,0,0,70
7095,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,0,54,30,33,10,0,13,52,12,38,14,40,0,7,0,0,0,26,44,44,20
7095,0,25,0,0,0,0,0,0,0,7,32,6,0,17,0,21,7,15,5,0,20
7095,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
7095,0,26,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,85
7095,30,24,0,0,0,0,0,0,50,0,0,84,0,0,0,0,0,0,0,0,0
7095,6,50,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,54
7095,24,0,0,0,0,0,0,0,0,0,0,39,0,0,0,35,0,0,0,0,53
7095,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
7095,25,7,0,0,0,0,0,12,0,0,64,0,0,0,0,0,0,0,0,0,89
7095,73,14,0,0,0,0,46,42,0,65,100,91,86,34,0,65,0,24,0,44,94
7095,42,54,0,0,0,6,7,4,100,7,0,25,0,11,11,11,11,0,0,0,97
7095,0,70,0,0,0,0,0,60,0,25,0,0,10,0,0,0,0,0,0,13,53
7095,57,69,0,0,0,0,0,93,39,0,0,0,0,0,0,0,0,0,0,25,0
7095,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
7095,15,73,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,89,0,3,2
7095,0,30,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
7095,76,15,0,0,0,0,0,0,0,62,0,86,0,63,0,79,0,0,0,0,22
7095,60,4,0,0,0,0,0,0,57,0,0,0,0,0,0,49,0,0,100,0,100
7095,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7095,2,22,0,0,0,0,0,0,79,0,0,56,0,0,0,0,0,0,0,0,81
7095,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,0,39,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,0,57
7095,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
7095,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,0,74,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
7095,43,58,0,0,0,0,0,10,0,97,75,71,100,100,8,74,66,38,0,0,10
7095,26,29,1,1,1,1,1,1,1,2,25,1,1,8,7,14,13,23,23,22,34
7095,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
7095,6,29,0,0,0,16,38,33,20,29,0,24,0,15,0,0,0,0,0,0,24
7095,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
7095,0,51,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,1,1,1
7095,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,18,29,0,0,0,0,0,0,36,0,54,47,0,0,0,37,0,0,0,0,48
7095,8,10,0,0,0,0,0,3,0,0,9,6,9,0,0,60,0,0,0,0,59
7119,71,62,0,59,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,70
7119,85,76,0,47,4,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,55
7119,27,77,0,60,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
7119,82,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,73
7119,100,77,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
7119,34,75,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
7119,38,87,0,55,0,0,0,0,0,0,0,0,34,31,0,0,0,0,0,0,49
7119,84,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,79,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
7119,61,47,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,100,100,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,80,74,1,24,11,0,0,0,0,0,0,0,34,0,0,0,17,0,0,0,0
7119,93,88,0,44,0,0,0,0,100,0,0,78,0,0,0,66,76,0,0,83,100
7119,81,56,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7119,58,28,57,19,47,0,0,34,0,0,0,0,0,0,0,0,0,0,0,70,40
7119,0,60,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
7119,62,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,45
7119,66,44,0,13,0,0,0,0,15,23,0,9,0,23,0,0,0,0,0,0,26
7119,100,94,48,41,56,0,0,0,0,0,0,0,50,0,0,0,0,0,0,32,0
7119,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,66,43,0,0,0,0,0,3,0,16,9,0,0,0,0,0,0,0,0,0,10
7119,86,41,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,72
7119,76,57,0,24,0,0,0,0,0,40,0,34,0,0,0,92,0,0,0,74,82
7119,82,54,0,8,0,0,0,0,67,4,0,6,0,0,0,12,0,0,0,0,88
7119,62,87,0,72,0,0,0,0,0,20,0,0,100,0,0,0,0,0,0,42,24
7119,34,58,0,0,0,0,0,69,0,0,0,0,77,0,0,0,0,0,0,15,80
7119,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
7119,64,85,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,6,18,25,0
7119,20,73,0,0,0,0,0,0,0,0,0,23,0,0,0,47,0,0,0,0,25
7119,79,24,0,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,70,15,87
7119,72,56,0,24,46,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,51
7119,80,48,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
7119,77,21,0,0,0,0,0,0,0,0,0,32,38,0,0,0,0,0,0,0,62
7119,100,16,0,0,0,0,0,0,50,0,0,0,0,0,0,42,0,0,0,0,0
7119,91,19,0,0,0,0,0,0,0,0,0,6,0,55,0,0,12,15,0,6,0
7119,84,95,0,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,90,41,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
7119,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,66,42
7119,55,30,0,0,0,0,0,7,0,0,0,100,0,0,0,92,0,0,0,0,98
7119,79,70,0,9,3,0,0,8,11,1,0,0,22,8,1,0,0,0,0,29,38
7119,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,77
7119,74,90,0,65,0,0,0,56,0,0,0,0,50,0,0,0,0,39,0,67,0
7119,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
7119,49,51,4,27,8,7,8,10,2,7,7,8,3,7,7,6,6,8,6,5,4
7119,87,96,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
7119,86,93,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,54,47,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,48
7122,80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
7122,73,57,0,63,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11
7122,81,94,0,78,15,0,0,0,0,0,0,0,67,0,0,0,0,0,0,62,0
7122,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
7122,76,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
7122,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
7122,63,77,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,22
7122,92,56,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
7122,100,88,0,0,19,0,0,0,31,0,0,0,0,0,0,0,0,0,0,44,0
7122,29,51,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,36
7122,90,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
7122,74,84,0,61,36,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,73,97,0,100,53,0,0,44,70,0,35,0,0,0,0,45,29,0,65,44,24
7122,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7122,39,53,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
7122,93,55,0,25,41,0,0,11,66,35,0,33,34,0,38,0,21,0,15,19,30
7122,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
7122,69,57,0,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
7122,71,32,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,76,37,0,25,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,45
7122,78,32,0,6,4,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
7122,74,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
7122,39,36,0,0,0,0,0,0,0,23,27,0,0,0,0,0,0,0,0,0,19
7122,88,42,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,31
7122,90,36,0,0,0,25,0,0,34,67,0,100,0,0,0,92,0,0,0,0,98
7122,63,71,0,5,0,0,0,3,83,3,0,3,0,0,0,0,0,0,0,0,100
7122,67,83,0,78,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0
7122,21,96,0,0,12,0,0,68,85,0,0,0,0,0,0,0,0,0,0,86,17
7122,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
7122,62,63,0,13,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,64
7122,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7122,91,10,0,0,0,0,0,0,0,0,44,0,0,0,0,66,12,0,0,0,55
7122,50,4,0,0,0,0,0,0,0,0,0,57,62,0,0,63,0,0,0,0,87
7122,86,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
7122,28,14,0,28,18,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,56
7122,8,65,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0
7122,74,14,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,20
7122,70,94,0,77,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,28,65,100,100,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
7122,81,79,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,57,50,0
7122,0,56,8,14,4,0,0,0,6,0,0,0,7,0,0,0,0,0,0,12,0
7122,83,74,0,1,3,0,0,1,2,0,0,2,4,5,1,1,1,0,0,18,58
7122,66,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
7122,78,42,0,8,0,0,0,35,0,26,40,15,27,73,0,0,0,0,0,0,0
7122,21,74,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,50,49,1,1,1,0,1,1,0,0,1,16,1,1,0,1,0,0,0,0,1
7122,81,66,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,88,70,0,11,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
7122,57,52,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5
7127,0,54,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,13,68,0,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
7127,0,85,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,83,2,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
7127,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,71,42,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,18,0,0,0,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,74,0,54,0,30,24,20,0,0,61,0,90,59,0,53,100,0,0,0,0
7127,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,61,20,48,0,0,0,56,0,0,0,38,45,0,0,0,0,0,0,31,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,26,57,0,34,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,40,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,63,0,0,0
7127,17,63,0,0,0,0,0,0,16,36,0,34,0,0,0,0,0,0,0,0,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,33,44,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,58,19,0,0,0,0,59,0,0,0,0,18,0,0,0,0,0,0,0,0
7127,0,26,0,0,0,0,67,0,0,83,40,0,0,52,0,0,0,0,0,0,100
7127,1,60,0,56,0,0,0,0,10,8,0,42,0,0,0,0,0,0,0,0,8
7127,0,33,0,0,0,0,0,37,0,0,0,0,30,0,0,0,0,0,0,0,0
7127,0,74,0,75,0,0,0,88,0,82,0,0,12,0,0,0,0,0,0,0,0
7127,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,100,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,41,0,0,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,12,46,0,31,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
7127,10,28,0,0,0,0,0,0,81,0,0,0,0,56,0,0,10,0,0,9,0
7127,42,76,0,24,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
7127,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,48,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,2,48,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,0,0,0
7127,0,14,0,33,0,0,0,52,0,0,0,0,29,0,0,0,0,0,0,30,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,11,43,0,0,0,0,0,0,3,0,0,0,11,0,0,0,13,0,0,0,68
7127,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
7127,57,68,0,46,13,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7127,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
7127,0,100,12,49,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0
7127,32,55,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0
7136,4,53,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,16,77,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,86,80,0,36,53,0,0,0,0,0,0,0,40,0,0,0,0,0,38,65,0
7136,100,91,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,0,74,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7136,6,86,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,83,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,100,57,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
7136,26,100,39,74,0,0,0,98,0,0,0,0,43,0,0,0,0,0,0,0,0
